"gid","1","2","3","4","5","6","7","8","code"
"A/mallard/New_York/AH0179374/2021O",2,6,185,10,3806,6,3,4,"2-6-185-10-3806-6-3-4"
"A/mallard/New_York/AH0179389/2021O",1235,6,185,94,143,58,3,4,"1235-6-185-94-143-58-3-4"
"A/mallard/New_York/AH0179402/2021O",2,3242,58,407,123,2,3,4,"2-3242-58-407-123-2-3-4"
"A/mallard/New_York/AH0179439/2021O",2,3243,58,32,123,10,3,4,"2-3243-58-32-123-10-3-4"
"A/mallard/New_York/AH0179440/2021O",2,3244,58,32,123,2,3,4,"2-3244-58-32-123-2-3-4"
"A/mallard/New_Zealand/1365-350/2005C",448,2004,1011,1129,517,643,1637,289,"448-2004-1011-1129-517-643-1637-289"
"A/mallard/New_Zealand/1615-17/2004C",1131,608,1014,779,518,397,316,289,"1131-608-1014-779-518-397-316-289"
"A/mallard/New_Zealand/449-66/2004C",448,608,1020,779,820,397,376,289,"448-608-1020-779-820-397-376-289"
"A/mallard/New_Zealand/449-81/2004C",448,3246,47,1225,684,511,316,289,"448-3246-47-1225-684-511-316-289"
"A/mallard/North_Carolina/1321371/2004C",176,8,6,12,76,17,5,19,"176-8-6-12-76-17-5-19"
"A/mallard/North_Carolina/W22-1114A/2022O",7,4,26,1,1,1,1,2,"7-4-26-1-1-1-1-2"
"A/mallard/North_Dakota/16-036222-1/2016M",46,63,12,13,1,2,3,24,"46-63-12-13-1-2-3-24"
"A/mallard/North_Dakota/AH0050030/2015K",24,13,25,15,32,10,24,2,"24-13-25-15-32-10-24-2"
"A/mallard/North_Dakota/Sg-00703/2008C",1756,9,14,141,27,49,3,24,"1756-9-14-141-27-49-3-24"
"A/mallard/North_Dakota/Sg-00737/2008C",90,94,14,16,27,23,3,13,"90-94-14-16-27-23-3-13"
"A/mallard/Nova_Scotia/00084/2010C",139,8,11,20,30,44,69,7,"139-8-11-20-30-44-69-7"
"A/mallard/Nova_Scotia/00085/2010C",139,8,11,20,30,44,69,7,"139-8-11-20-30-44-69-7"
"A/mallard/Nova_Scotia/00088/2010C",139,8,11,20,30,44,69,7,"139-8-11-20-30-44-69-7"
"A/mallard/Nova_Scotia/00093/2010C",139,8,11,20,30,44,69,7,"139-8-11-20-30-44-69-7"
"A/mallard/Nova_Scotia/00346/2010C",139,8,11,20,30,44,69,7,"139-8-11-20-30-44-69-7"
"A/mallard/Nova_Scotia/00372/2010C",21,32,24,30,32,163,5,7,"21-32-24-30-32-163-5-7"
"A/mallard/Nova_Scotia/00375/2010C",21,32,9,608,30,163,5,7,"21-32-9-608-30-163-5-7"
"A/mallard/Nova_Scotia/00778/2010C",21,32,9,42,30,38,5,10,"21-32-9-42-30-38-5-10"
"A/mallard/Nova_Scotia/01013/2010C",932,130,11,16,71,22,54,2,"932-130-11-16-71-22-54-2"
"A/mallard/Nova_Scotia/01016/2010C",21,32,9,42,30,38,5,7,"21-32-9-42-30-38-5-7"
"A/mallard/Nova_Scotia/02151/2007C",21,19,11,20,371,22,13,33,"21-19-11-20-371-22-13-33"
"A/mallard/Nova_Scotia/02153/2007C",21,19,11,20,371,22,13,33,"21-19-11-20-371-22-13-33"
"A/mallard/Nova_Scotia/02238/2007C",91,46,131,63,98,77,5,19,"91-46-131-63-98-77-5-19"
"A/mallard/Nova_Scotia/02286/2007C",1757,2081,14,30,1244,172,5,33,"1757-2081-14-30-1244-172-5-33"
"A/mallard/Nova_Scotia/02320/2007C",223,8,14,63,98,32,13,33,"223-8-14-63-98-32-13-33"
"A/mallard/Nova_Scotia/02335/2007C",91,46,131,63,98,77,5,19,"91-46-131-63-98-77-5-19"
"A/mallard/Nova_Scotia/02446/2007C",91,46,131,63,98,77,5,19,"91-46-131-63-98-77-5-19"
"A/mallard/Nova_Scotia/03271/2009C",21,252,10,42,71,38,13,10,"21-252-10-42-71-38-13-10"
"A/mallard/ON/499/2005E",23,78,522,13,288,22,5,10,"23-78-522-13-288-22-5-10"
"A/mallard/ON/499/2005F",23,78,522,13,288,22,5,10,"23-78-522-13-288-22-5-10"
"A/mallard/Ohio/06OS2050/2006M",23,321,11,88,98,382,5,7,"23-321-11-88-98-382-5-7"
"A/mallard/Ohio/08OS1270/2008C",1268,78,9,63,28,6,5,13,"1268-78-9-63-28-6-5-13"
"A/mallard/Ohio/102/1986C",493,359,48,161,99,85,306,564,"493-359-48-161-99-85-306-564"
"A/mallard/Ohio/10OS1319/2010C",52,56,11,44,15,32,19,2,"52-56-11-44-15-32-19-2"
"A/mallard/Ohio/10OS1467/2010C",90,32,9,15,20,19,19,13,"90-32-9-15-20-19-19-13"
"A/mallard/Ohio/10OS1469/2010C",90,32,9,15,20,19,19,13,"90-32-9-15-20-19-19-13"
"A/mallard/Ohio/10OS1470/2010C",90,32,9,15,20,19,19,13,"90-32-9-15-20-19-19-13"
"A/mallard/Ohio/118/1993C",238,108,290,949,257,74,64,1057,"238-108-290-949-257-74-64-1057"
"A/mallard/Ohio/11OS1961/2011C",68,32,4,13,28,27,3,7,"68-32-4-13-28-27-3-7"
"A/mallard/Ohio/11OS1966/2011C",107,32,24,12,53,16,5,2,"107-32-24-12-53-16-5-2"
"A/mallard/Ohio/11OS1991/2011C",107,34,24,20,53,22,3,4,"107-34-24-20-53-22-3-4"
"A/mallard/Ohio/11OS1992/2011C",492,34,16,15,28,10,104,13,"492-34-16-15-28-10-104-13"
"A/mallard/Ohio/11OS1993/2011C",52,34,24,20,53,22,3,4,"52-34-24-20-53-22-3-4"
"A/mallard/Ohio/11OS1998/2011C",52,34,24,92,53,22,3,4,"52-34-24-92-53-22-3-4"
"A/mallard/Ohio/11OS2001/2011C",1175,34,24,20,53,22,3,4,"1175-34-24-20-53-22-3-4"
"A/mallard/Ohio/11OS2006/2011C",107,32,4,13,28,27,3,7,"107-32-4-13-28-27-3-7"
"A/mallard/Ohio/11OS2010/2011C",107,56,11,30,27,10,5,33,"107-56-11-30-27-10-5-33"
"A/mallard/Ohio/11OS2016/2011C",52,34,24,20,53,22,3,4,"52-34-24-20-53-22-3-4"
"A/mallard/Ohio/11OS2033/2011C",107,56,11,30,27,10,5,33,"107-56-11-30-27-10-5-33"
"A/mallard/Ohio/11OS2044/2011C",52,32,16,12,83,17,3,4,"52-32-16-12-83-17-3-4"
"A/mallard/Ohio/11OS2047/2011C",107,56,11,63,27,10,3,7,"107-56-11-63-27-10-3-7"
"A/mallard/Ohio/11OS2048/2011C",52,34,24,20,53,22,111,4,"52-34-24-20-53-22-111-4"
"A/mallard/Ohio/11OS2049/2011C",120,32,11,15,30,32,5,514,"120-32-11-15-30-32-5-514"
"A/mallard/Ohio/11OS2073/2011C",68,34,4,20,28,27,5,33,"68-34-4-20-28-27-5-33"
"A/mallard/Ohio/11OS2078/2011C",52,34,63,20,30,22,3,4,"52-34-63-20-30-22-3-4"
"A/mallard/Ohio/11OS2083/2011C",52,56,24,67,30,23,356,4,"52-56-24-67-30-23-356-4"
"A/mallard/Ohio/11OS2085/2011C",52,56,24,67,53,32,3,4,"52-56-24-67-53-32-3-4"
"A/mallard/Ohio/11OS2091/2011C",68,56,11,63,53,10,5,7,"68-56-11-63-53-10-5-7"
"A/mallard/Ohio/11OS2092/2011C",68,34,24,12,53,22,3,4,"68-34-24-12-53-22-3-4"
"A/mallard/Ohio/11OS2095/2011C",52,34,24,44,53,22,3,4,"52-34-24-44-53-22-3-4"
"A/mallard/Ohio/11OS2096/2011C",68,56,11,63,27,10,5,7,"68-56-11-63-27-10-5-7"
"A/mallard/Ohio/11OS2119/2011C",107,32,4,13,28,27,3,7,"107-32-4-13-28-27-3-7"
"A/mallard/Ohio/11OS2120/2011C",52,32,24,20,53,22,5,4,"52-32-24-20-53-22-5-4"
"A/mallard/Ohio/11OS2128/2011C",553,34,24,20,53,22,3,4,"553-34-24-20-53-22-3-4"
"A/mallard/Ohio/11OS2141/2011C",68,34,24,15,53,27,3,7,"68-34-24-15-53-27-3-7"
"A/mallard/Ohio/11OS2142/2011C",52,34,24,15,53,22,3,33,"52-34-24-15-53-22-3-33"
"A/mallard/Ohio/11OS2145/2011C",15,34,24,12,53,17,19,4,"15-34-24-12-53-17-19-4"
"A/mallard/Ohio/11OS2149/2011C",107,42,9,38,1256,37,3,10,"107-42-9-38-1256-37-3-10"
"A/mallard/Ohio/11OS2150/2011C",107,56,11,15,27,22,5,902,"107-56-11-15-27-22-5-902"
"A/mallard/Ohio/11OS2153/2011C",120,32,11,15,83,10,5,33,"120-32-11-15-83-10-5-33"
"A/mallard/Ohio/11OS2156/2011C",52,34,24,13,53,27,19,4,"52-34-24-13-53-27-19-4"
"A/mallard/Ohio/11OS2202/2011C",68,56,24,63,27,10,5,7,"68-56-24-63-27-10-5-7"
"A/mallard/Ohio/11OS2204/2011C",68,56,11,63,27,10,5,7,"68-56-11-63-27-10-5-7"
"A/mallard/Ohio/11OS2206/2011C",107,34,24,12,53,22,3,4,"107-34-24-12-53-22-3-4"
"A/mallard/Ohio/11OS2213/2011C",97,61,11,24,83,21,32,24,"97-61-11-24-83-21-32-24"
"A/mallard/Ohio/11OS2216/2011C",154,19,16,13,51,151,3,7,"154-19-16-13-51-151-3-7"
"A/mallard/Ohio/11OS2221/2011C",52,34,24,20,53,22,3,4,"52-34-24-20-53-22-3-4"
"A/mallard/Ohio/11OS2224/2011C",52,61,24,20,53,44,5,4,"52-61-24-20-53-44-5-4"
"A/mallard/Ohio/11OS2229/2011C",107,32,4,13,28,27,3,7,"107-32-4-13-28-27-3-7"
"A/mallard/Ohio/11OS2232/2011C",52,61,24,20,53,44,5,4,"52-61-24-20-53-44-5-4"
"A/mallard/Ohio/11OS2239/2011C",52,34,4,13,53,27,3,7,"52-34-4-13-53-27-3-7"
"A/mallard/Ohio/11OS2240/2011C",52,19,10,16,203,22,54,4,"52-19-10-16-203-22-54-4"
"A/mallard/Ohio/122/1989C",784,700,281,139,716,141,53,2,"784-700-281-139-716-141-53-2"
"A/mallard/Ohio/123/1989C",232,225,48,74,346,208,106,209,"232-225-48-74-346-208-106-209"
"A/mallard/Ohio/12OS2174/2012C",21,24,175,16,20,22,19,13,"21-24-175-16-20-22-19-13"
"A/mallard/Ohio/12OS2218/2012C",21,32,10,13,1662,22,5,2,"21-32-10-13-1662-22-5-2"
"A/mallard/Ohio/12OS2351/2012C",120,9,10,53,20,6,5,13,"120-9-10-53-20-6-5-13"
"A/mallard/Ohio/12OS4697/2012C",76,24,29,24,57,54,3,1179,"76-24-29-24-57-54-3-1179"
"A/mallard/Ohio/12OS5547/2012C",76,35,63,10,34,6,48,2,"76-35-63-10-34-6-48-2"
"A/mallard/Ohio/13OS1351/2013M",21,24,143,20,20,23,5,2,"21-24-143-20-20-23-5-2"
"A/mallard/Ohio/13OS1966/2013K",21,24,143,20,20,23,5,2,"21-24-143-20-20-23-5-2"
"A/mallard/Ohio/13OS1972/2013K",21,24,143,38,20,23,3,2,"21-24-143-38-20-23-3-2"
"A/mallard/Ohio/13OS1979/2013K",126,24,16,12,167,17,3,7,"126-24-16-12-167-17-3-7"
"A/mallard/Ohio/13OS1981/2013K",21,130,16,44,20,23,5,24,"21-130-16-44-20-23-5-24"
"A/mallard/Ohio/13OS1984/2013K",21,130,16,44,20,23,5,2323,"21-130-16-44-20-23-5-2323"
"A/mallard/Ohio/13OS1988/2013K",21,130,16,44,20,23,5,24,"21-130-16-44-20-23-5-24"
"A/mallard/Ohio/13OS1989/2013K",56,35,16,100,32,23,3,2,"56-35-16-100-32-23-3-2"
"A/mallard/Ohio/13OS3856/2013K",21,1060,143,75,83,27,3,2,"21-1060-143-75-83-27-3-2"
"A/mallard/Ohio/13OS5188/2013K",1675,4,16,26,12,23,24,2,"1675-4-16-26-12-23-24-2"
"A/mallard/Ohio/13OS5191/2013K",1269,82,16,26,20,23,19,33,"1269-82-16-26-20-23-19-33"
"A/mallard/Ohio/14OS0435/2014C",24,13,1883,10,57,10,24,2,"24-13-1883-10-57-10-24-2"
"A/mallard/Ohio/14OS0440/2014C",24,13,1884,10,57,10,24,2,"24-13-1884-10-57-10-24-2"
"A/mallard/Ohio/14OS0441/2014C",24,13,1885,10,57,10,24,2,"24-13-1885-10-57-10-24-2"
"A/mallard/Ohio/14OS0460/2014C",24,9,523,13,20,27,3,2,"24-9-523-13-20-27-3-2"
"A/mallard/Ohio/14OS0464/2014C",24,9,523,13,20,27,3,2,"24-9-523-13-20-27-3-2"
"A/mallard/Ohio/14OS0468/2014C",21,24,109,15,291,19,1691,4,"21-24-109-15-291-19-1691-4"
"A/mallard/Ohio/14OS0470/2014C",21,24,109,15,291,19,15,4,"21-24-109-15-291-19-15-4"
"A/mallard/Ohio/14OS0550/2014C",15,35,16,53,20,27,32,2,"15-35-16-53-20-27-32-2"
"A/mallard/Ohio/14OS0551/2014C",24,13,1886,10,57,10,24,2,"24-13-1886-10-57-10-24-2"
"A/mallard/Ohio/14OS0554/2014C",21,24,109,15,291,19,15,4,"21-24-109-15-291-19-15-4"
"A/mallard/Ohio/14OS0558/2014C",24,9,523,13,20,27,3,2,"24-9-523-13-20-27-3-2"
"A/mallard/Ohio/14OS0568/2014C",24,13,1235,10,57,10,24,2,"24-13-1235-10-57-10-24-2"
"A/mallard/Ohio/14OS0569/2014C",21,24,109,15,291,19,1692,4,"21-24-109-15-291-19-1692-4"
"A/mallard/Ohio/14OS0572/2014C",24,13,1887,10,57,10,24,2,"24-13-1887-10-57-10-24-2"
"A/mallard/Ohio/14OS0573/2014C",24,13,1888,10,57,10,24,2,"24-13-1888-10-57-10-24-2"
"A/mallard/Ohio/14OS0589/2014C",21,24,143,15,291,19,15,4,"21-24-143-15-291-19-15-4"
"A/mallard/Ohio/14OS0770/2014C",21,283,25,15,58,6,1693,2,"21-283-25-15-58-6-1693-2"
"A/mallard/Ohio/14OS0961/2014C",21,24,109,15,291,19,15,4,"21-24-109-15-291-19-15-4"
"A/mallard/Ohio/14OS0965/2014C",24,9,523,10,20,27,3,2,"24-9-523-10-20-27-3-2"
"A/mallard/Ohio/14OS0981/2014C",154,2194,4,12,264,17,3,33,"154-2194-4-12-264-17-3-33"
"A/mallard/Ohio/14OS0985/2014C",21,24,523,15,291,10,15,2,"21-24-523-15-291-10-15-2"
"A/mallard/Ohio/14OS0986/2014C",21,24,109,15,291,19,15,4,"21-24-109-15-291-19-15-4"
"A/mallard/Ohio/14OS0999/2014C",21,24,109,15,291,19,15,4,"21-24-109-15-291-19-15-4"
"A/mallard/Ohio/14OS3201/2014C",7,63,4,10,57,6,22,4,"7-63-4-10-57-6-22-4"
"A/mallard/Ohio/14OS3237/2014C",21,3524,16,26,1,17,3,2,"21-3524-16-26-1-17-3-2"
"A/mallard/Ohio/14OS3363/2014C",26,112,4,38,123,16,19,7,"26-112-4-38-123-16-19-7"
"A/mallard/Ohio/14OS3372/2014C",79,32,2067,13,57,27,3,4,"79-32-2067-13-57-27-3-4"
"A/mallard/Ohio/14OS3373/2014C",79,32,896,13,57,27,3,4,"79-32-896-13-57-27-3-4"
"A/mallard/Ohio/14OS3379/2014C",79,32,896,13,57,27,3,4,"79-32-896-13-57-27-3-4"
"A/mallard/Ohio/14OS3394/2014C",79,32,2068,13,57,27,3,4,"79-32-2068-13-57-27-3-4"
"A/mallard/Ohio/1506/2006C",23,22,23,15,276,6,32,10,"23-22-23-15-276-6-32-10"
"A/mallard/Ohio/156/1990C",64,152,48,15,99,442,48,7,"64-152-48-15-99-442-48-7"
"A/mallard/Ohio/15OS3598/2015K",152,63,12,20,44,2,47,33,"152-63-12-20-44-2-47-33"
"A/mallard/Ohio/15OS3603/2015K",26,13,4,15,57,10,3,2,"26-13-4-15-57-10-3-2"
"A/mallard/Ohio/15OS3606/2015K",26,13,4,15,57,10,3,2,"26-13-4-15-57-10-3-2"
"A/mallard/Ohio/15OS3614/2015K",26,13,4,10,57,10,3,2,"26-13-4-10-57-10-3-2"
"A/mallard/Ohio/15OS3981/2015K",508,530,16,10,302,32,5,7,"508-530-16-10-302-32-5-7"
"A/mallard/Ohio/15OS3986/2015K",26,98,16,15,57,27,15,4,"26-98-16-15-57-27-15-4"
"A/mallard/Ohio/15OS3988/2015K",26,98,12,15,1,2,15,4,"26-98-12-15-1-2-15-4"
"A/mallard/Ohio/15OS3997/2015K",621,63,16,10,20,6,3,4,"621-63-16-10-20-6-3-4"
"A/mallard/Ohio/15OS4000/2015K",26,98,12,20,1,2,15,396,"26-98-12-20-1-2-15-396"
"A/mallard/Ohio/15OS4022/2015K",26,98,12,20,1,2,15,1323,"26-98-12-20-1-2-15-1323"
"A/mallard/Ohio/15OS4026/2015K",26,98,12,20,1,2,15,396,"26-98-12-20-1-2-15-396"
"A/mallard/Ohio/15OS4177/2015K",26,98,12,38,1,54,15,4,"26-98-12-38-1-54-15-4"
"A/mallard/Ohio/15OS4181/2015K",76,24,9,44,100,32,914,2,"76-24-9-44-100-32-914-2"
"A/mallard/Ohio/15OS4201/2015K",26,98,4,15,48,10,19,7,"26-98-4-15-48-10-19-7"
"A/mallard/Ohio/15OS4208/2015K",26,98,25,16,57,19,15,1324,"26-98-25-16-57-19-15-1324"
"A/mallard/Ohio/15OS4225/2015K",15,830,25,16,57,19,5,7,"15-830-25-16-57-19-5-7"
"A/mallard/Ohio/15OS4229/2015K",26,98,4,15,48,10,19,7,"26-98-4-15-48-10-19-7"
"A/mallard/Ohio/15OS4235/2015K",508,840,16,10,302,32,5,7,"508-840-16-10-302-32-5-7"
"A/mallard/Ohio/15OS4242/2015K",76,13,4,15,57,10,24,4,"76-13-4-15-57-10-24-4"
"A/mallard/Ohio/15OS4259/2015K",26,98,12,15,560,10,24,1325,"26-98-12-15-560-10-24-1325"
"A/mallard/Ohio/15OS4260/2015K",621,63,16,10,1,6,3,4,"621-63-16-10-1-6-3-4"
"A/mallard/Ohio/15OS4262/2015K",76,13,12,15,100,10,3,4,"76-13-12-15-100-10-3-4"
"A/mallard/Ohio/15OS4278/2015K",152,149,16,15,57,27,3,4,"152-149-16-15-57-27-3-4"
"A/mallard/Ohio/15OS4288/2015K",26,61,16,15,1554,32,3,4,"26-61-16-15-1554-32-3-4"
"A/mallard/Ohio/15OS4308/2015K",621,63,4,10,1,6,3,4,"621-63-4-10-1-6-3-4"
"A/mallard/Ohio/15OS4367/2015K",26,98,12,20,1,2,15,396,"26-98-12-20-1-2-15-396"
"A/mallard/Ohio/15OS5649/2015K",492,13,12,26,48,44,47,7,"492-13-12-26-48-44-47-7"
"A/mallard/Ohio/15OS5691/2015K",26,98,4,10,1,6,5,4,"26-98-4-10-1-6-5-4"
"A/mallard/Ohio/15OS5718/2015K",76,13,25,10,12,19,5,4,"76-13-25-10-12-19-5-4"
"A/mallard/Ohio/1686/2009C",21,29,10,88,51,54,3,958,"21-29-10-88-51-54-3-958"
"A/mallard/Ohio/1688/2009C",23,83,10,141,28,40,3,10,"23-83-10-141-28-40-3-10"
"A/mallard/Ohio/1690/2009C",21,29,10,88,14,22,3,958,"21-29-10-88-14-22-3-958"
"A/mallard/Ohio/1695/2009C",120,9,152,67,20,32,3,2,"120-9-152-67-20-32-3-2"
"A/mallard/Ohio/16OS0620/2016K",154,13,4,26,15,17,3,24,"154-13-4-26-15-17-3-24"
"A/mallard/Ohio/170/1999C",74,108,220,239,1555,508,1288,19,"74-108-220-239-1555-508-1288-19"
"A/mallard/Ohio/171/1990C",380,170,322,905,99,74,255,2,"380-170-322-905-99-74-255-2"
"A/mallard/Ohio/1717/2005C",23,334,6,53,28,6,5,720,"23-334-6-53-28-6-5-720"
"A/mallard/Ohio/173/1990C",68,170,1426,161,99,121,211,54,"68-170-1426-161-99-121-211-54"
"A/mallard/Ohio/178/1990C",227,132,1427,545,1556,133,13,54,"227-132-1427-545-1556-133-13-54"
"A/mallard/Ohio/17OS1727/2017M",26,13,12,26,57,10,3,2,"26-13-12-26-57-10-3-2"
"A/mallard/Ohio/17OS1730/2017M",26,13,12,20,15,10,3,2,"26-13-12-20-15-10-3-2"
"A/mallard/Ohio/17OS1734/2017M",26,13,12,20,15,10,3,2,"26-13-12-20-15-10-3-2"
"A/mallard/Ohio/17OS1737/2017M",26,13,12,20,15,10,3,2,"26-13-12-20-15-10-3-2"
"A/mallard/Ohio/17OS1739/2017M",26,255,12,15,397,10,3,2,"26-255-12-15-397-10-3-2"
"A/mallard/Ohio/17OS1740/2017M",26,255,12,15,397,10,3,2,"26-255-12-15-397-10-3-2"
"A/mallard/Ohio/17OS1743/2017M",26,13,12,20,15,10,3,2,"26-13-12-20-15-10-3-2"
"A/mallard/Ohio/17OS1746/2017M",26,13,12,15,15,10,2417,73,"26-13-12-15-15-10-2417-73"
"A/mallard/Ohio/17OS1750/2017M",26,13,12,15,15,10,2418,73,"26-13-12-15-15-10-2418-73"
"A/mallard/Ohio/17OS1751/2017M",26,13,12,20,15,10,3,2,"26-13-12-20-15-10-3-2"
"A/mallard/Ohio/17OS1752/2017M",26,13,12,15,15,10,2419,73,"26-13-12-15-15-10-2419-73"
"A/mallard/Ohio/17OS1754/2017M",26,13,12,15,15,10,2420,73,"26-13-12-15-15-10-2420-73"
"A/mallard/Ohio/17OS1756/2017M",26,13,12,20,15,10,3,2,"26-13-12-20-15-10-3-2"
"A/mallard/Ohio/17OS1758/2017M",26,13,12,20,15,10,52,2,"26-13-12-20-15-10-52-2"
"A/mallard/Ohio/17OS1762/2017M",26,13,12,15,15,10,131,73,"26-13-12-15-15-10-131-73"
"A/mallard/Ohio/17OS1763/2017M",26,13,12,20,15,10,3,2,"26-13-12-20-15-10-3-2"
"A/mallard/Ohio/17OS1764/2017M",26,13,12,15,15,10,2421,73,"26-13-12-15-15-10-2421-73"
"A/mallard/Ohio/17OS1772/2017M",26,13,12,15,15,10,2422,73,"26-13-12-15-15-10-2422-73"
"A/mallard/Ohio/17OS1775/2017M",26,13,12,15,15,10,2423,73,"26-13-12-15-15-10-2423-73"
"A/mallard/Ohio/17OS1786/2017M",26,13,12,15,15,10,2424,73,"26-13-12-15-15-10-2424-73"
"A/mallard/Ohio/17OS1795/2017M",56,112,16,15,167,19,3,2,"56-112-16-15-167-19-3-2"
"A/mallard/Ohio/17OS1796/2017M",56,112,16,15,167,19,3,2,"56-112-16-15-167-19-3-2"
"A/mallard/Ohio/17OS1800/2017M",26,13,12,20,15,10,3,2,"26-13-12-20-15-10-3-2"
"A/mallard/Ohio/17OS1801/2017M",56,112,16,15,167,19,3,2,"56-112-16-15-167-19-3-2"
"A/mallard/Ohio/17OS1802/2017M",56,112,16,15,167,19,3,2,"56-112-16-15-167-19-3-2"
"A/mallard/Ohio/17OS1804/2017M",56,112,16,15,167,19,3,2,"56-112-16-15-167-19-3-2"
"A/mallard/Ohio/17OS1806/2017M",56,112,16,15,167,19,3,2,"56-112-16-15-167-19-3-2"
"A/mallard/Ohio/17OS1807/2017M",56,112,16,15,167,19,3,2,"56-112-16-15-167-19-3-2"
"A/mallard/Ohio/17OS1813/2017M",26,82,12,20,434,2,24,4,"26-82-12-20-434-2-24-4"
"A/mallard/Ohio/17OS1892/2017M",97,255,571,26,57,17,3,2,"97-255-571-26-57-17-3-2"
"A/mallard/Ohio/17OS1907/2017M",26,13,12,20,15,10,3,2,"26-13-12-20-15-10-3-2"
"A/mallard/Ohio/17OS1910/2017M",26,13,12,20,15,2,3,73,"26-13-12-20-15-2-3-73"
"A/mallard/Ohio/17OS1911/2017M",26,13,12,20,15,2,3,73,"26-13-12-20-15-2-3-73"
"A/mallard/Ohio/17OS1912/2017M",26,13,12,20,15,2,3,73,"26-13-12-20-15-2-3-73"
"A/mallard/Ohio/17OS1938/2017M",26,13,12,15,15,10,2041,73,"26-13-12-15-15-10-2041-73"
"A/mallard/Ohio/17OS1955/2017M",26,13,12,15,15,10,2042,73,"26-13-12-15-15-10-2042-73"
"A/mallard/Ohio/17OS1958/2017M",26,13,12,20,15,19,15,2,"26-13-12-20-15-19-15-2"
"A/mallard/Ohio/17OS1964/2017M",24,2606,58,15,57,19,3,2,"24-2606-58-15-57-19-3-2"
"A/mallard/Ohio/17OS1973/2017M",26,13,12,15,434,10,2043,73,"26-13-12-15-434-10-2043-73"
"A/mallard/Ohio/17OS3004/2017M",26,13,12,24,15,58,131,4,"26-13-12-24-15-58-131-4"
"A/mallard/Ohio/17OS5348/2017M",26,13,12,24,15,58,3,73,"26-13-12-24-15-58-3-73"
"A/mallard/Ohio/17OS5361/2017M",86,98,888,16,1,41,252,4,"86-98-888-16-1-41-252-4"
"A/mallard/Ohio/17OS5586/2017M",15,10,12,24,44,30,22,4,"15-10-12-24-44-30-22-4"
"A/mallard/Ohio/17OS5632/2017M",126,98,58,26,15,17,3,2,"126-98-58-26-15-17-3-2"
"A/mallard/Ohio/17OS5967/2017M",86,82,4,15,1,2,15,4,"86-82-4-15-1-2-15-4"
"A/mallard/Ohio/1801/2005C",23,72,1428,53,276,38,5,125,"23-72-1428-53-276-38-5-125"
"A/mallard/Ohio/181/1986C",61,100,150,371,246,74,48,106,"61-100-150-371-246-74-48-106"
"A/mallard/Ohio/1851/2005C",130,72,11,133,98,22,5,1228,"130-72-11-133-98-22-5-1228"
"A/mallard/Ohio/18OS2738/2018M",26,13,12,20,1,19,716,7,"26-13-12-20-1-19-716-7"
"A/mallard/Ohio/18OS2787/2018M",56,13,74,16,15,2,24,7,"56-13-74-16-15-2-24-7"
"A/mallard/Ohio/2031/2009C",21,29,484,44,16,54,5,7,"21-29-484-44-16-54-5-7"
"A/mallard/Ohio/2033/2009C",21,29,484,44,16,54,5,7,"21-29-484-44-16-54-5-7"
"A/mallard/Ohio/2043/2009C",21,29,10,88,14,22,3,88,"21-29-10-88-14-22-3-88"
"A/mallard/Ohio/209/1998C",313,975,78,133,99,54,5,60,"313-975-78-133-99-54-5-60"
"A/mallard/Ohio/249/1998C",64,403,78,290,2121,44,5,2,"64-403-78-290-2121-44-5-2"
"A/mallard/Ohio/264/1986C",380,108,99,104,99,38,48,7,"380-108-99-104-99-38-48-7"
"A/mallard/Ohio/265/1987C",1250,2607,1431,137,1053,121,536,7,"1250-2607-1431-137-1053-121-536-7"
"A/mallard/Ohio/275/1987C",61,100,150,268,1053,61,84,10,"61-100-150-268-1053-61-84-10"
"A/mallard/Ohio/30/1986C",61,100,486,108,770,74,1161,564,"61-100-486-108-770-74-1161-564"
"A/mallard/Ohio/324/1988C",1566,197,1432,142,99,77,643,7,"1566-197-1432-142-99-77-643-7"
"A/mallard/Ohio/338/1986C",630,359,533,63,330,38,644,106,"630-359-533-63-330-38-644-106"
"A/mallard/Ohio/344/1987C",353,227,165,74,440,61,63,106,"353-227-165-74-440-61-63-106"
"A/mallard/Ohio/362/2003F",23,190,23,38,71,22,5,912,"23-190-23-38-71-22-5-912"
"A/mallard/Ohio/363/2003F",226,46,6,38,946,22,5,912,"226-46-6-38-946-22-5-912"
"A/mallard/Ohio/365/2003F",23,46,23,38,71,22,5,2,"23-46-23-38-71-22-5-2"
"A/mallard/Ohio/37/1986C",61,100,486,108,770,74,1162,564,"61-100-486-108-770-74-1162-564"
"A/mallard/Ohio/399/1987C",2393,277,361,24,330,121,64,7,"2393-277-361-24-330-121-64-7"
"A/mallard/Ohio/407/1987C",61,100,150,502,2123,128,48,54,"61-100-150-502-2123-128-48-54"
"A/mallard/Ohio/409/1988C",784,100,1433,502,716,128,1163,57,"784-100-1433-502-716-128-1163-57"
"A/mallard/Ohio/42/1989C",784,2879,884,139,99,133,64,2,"784-2879-884-139-99-133-64-2"
"A/mallard/Ohio/421/1987C",238,2609,1434,230,2124,38,1164,913,"238-2609-1434-230-2124-38-1164-913"
"A/mallard/Ohio/424/1988C",317,197,1137,104,66,61,643,2075,"317-197-1137-104-66-61-643-2075"
